Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
125	:	1684427966.550	     0.015	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P559T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
126	:	1684427966.556	     0.012	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P533T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
118	:	1684427966.476	     0.096	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P416T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
129	:	1684427966.570	     0.011	0	69	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/NKI_23_AR_Healthy.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
121	:	1684427966.508	     0.075	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P527T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
127	:	1684427966.565	     0.030	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P811T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
130	:	1684427966.575	     0.037	0	65	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/NKI_19_AR_Tumor.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
107	:	1684427966.352	     0.269	0	59	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/AR_PDX_170_2.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
122	:	1684427966.513	     0.114	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P552T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
124	:	1684427966.536	     0.128	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P229T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
131	:	1684427966.582	     0.082	0	55	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/P228T_AR_1.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
119	:	1684427966.486	     0.228	0	53	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/AR_PDX_78.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
128	:	1684427966.567	     0.150	0	63	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/NKI_1_AR_Tumor.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
98	:	1684427966.237	     0.493	0	59	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/AR_PDX_189_3.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
91	:	1684427966.198	     0.554	0	53	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/AR_PDX_77.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
123	:	1684427966.531	     0.289	0	57	0	0	sortbed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/liftover_hg38/DF_AR_2752T.sorted.bed /lus/grand/projects/TFXcan/imlab/data/baca_cwas/sorted_bed_hg38
