index	identifier	sum_stat	mark	detail	target	assay	feature_names
1665	ENCFF722YGP	mean	CHIP	3xFLAG-HMG20A:HepG2 genetically modified using CRISPR	3xFLAG-HMG20A	TF ChIP-seq	f_1666
1666	ENCFF198UIH	mean	CHIP	eGFP-ZNF76:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF76	TF ChIP-seq	f_1667
1667	ENCFF629RRF	mean	CHIP	ZNF24:GM12878	ZNF24	TF ChIP-seq	f_1668
1668	ENCFF297ZVT	mean	CHIP	H3K36me3:neutrophil male	H3K36me3	Histone ChIP-seq	f_1669
1669	ENCFF711WLJ	mean	CHIP	SAFB:K562	SAFB	TF ChIP-seq	f_1670
1670	ENCFF521BFE	mean	CHIP	H3K36me3:small intestine female adult (30 years)	H3K36me3	Histone ChIP-seq	f_1671
1671	ENCFF983HIO	mean	CHIP	H3K27ac:right cardiac atrium male adult (34 years)	H3K27ac	Histone ChIP-seq	f_1672
1672	ENCFF772SIL	mean	CHIP	H3K4me3:placenta male embryo (16 weeks)	H3K4me3	Histone ChIP-seq	f_1673
1673	ENCFF786YLI	mean	CHIP	CTCF:esophagus muscularis mucosa female adult (53 years)	CTCF	TF ChIP-seq	f_1674
1674	ENCFF292GRD	mean	CHIP	H3K79me2:SK-N-SH	H3K79me2	Histone ChIP-seq	f_1675
1675	ENCFF051KWV	mean	CHIP	eGFP-ZIK1:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZIK1	TF ChIP-seq	f_1676
1676	ENCFF791ZIC	mean	CHIP	ZNF622:GM12878	ZNF622	TF ChIP-seq	f_1677
1677	ENCFF088GRY	mean	CHIP	HDAC2:K562	HDAC2	TF ChIP-seq	f_1678
1678	ENCFF491HAF	mean	CHIP	H3K4me3:foreskin keratinocyte male newborn	H3K4me3	Histone ChIP-seq	f_1679
1679	ENCFF895GSC	mean	CHIP	H3K4me3:muscle layer of duodenum male adult (73 years)	H3K4me3	Histone ChIP-seq	f_1680
1680	ENCFF603RHJ	mean	CHIP	H3K4me1:heart right ventricle male adult (34 years)	H3K4me1	Histone ChIP-seq	f_1681
1681	ENCFF158CYH	mean	CHIP	eGFP-KLF9:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-KLF9	TF ChIP-seq	f_1682
1682	ENCFF149KEA	mean	CHIP	H3K9ac:OCI-LY1	H3K9ac	Histone ChIP-seq	f_1683
1683	ENCFF993HZN	mean	CHIP	eGFP-ZNF280C:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF280C	TF ChIP-seq	f_1684
1684	ENCFF981JSZ	mean	CHIP	H3K27me3:layer of hippocampus male adult (73 years)	H3K27me3	Histone ChIP-seq	f_1685
1685	ENCFF939VMB	mean	CHIP	eGFP-ZBTB44:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZBTB44	TF ChIP-seq	f_1686
1686	ENCFF657DIW	mean	CHIP	RNF2:K562	RNF2	TF ChIP-seq	f_1687
1687	ENCFF900REU	mean	CHIP	CREM:K562	CREM	TF ChIP-seq	f_1688
1688	ENCFF236HUG	mean	CHIP	H3K4me3:CD4-positive, alpha-beta memory T cell	H3K4me3	Histone ChIP-seq	f_1689
1689	ENCFF866QGH	mean	CHIP	H3K36me3:spleen female adult (30 years)	H3K36me3	Histone ChIP-seq	f_1690
1690	ENCFF275XPP	mean	CHIP	H3K36me3:esophagus squamous epithelium female adult (53 years)	H3K36me3	Histone ChIP-seq	f_1691
1691	ENCFF645VAU	mean	CHIP	MCM5:K562	MCM5	TF ChIP-seq	f_1692
1692	ENCFF507JDZ	mean	CHIP	H3K4me3:foreskin fibroblast male newborn	H3K4me3	Histone ChIP-seq	f_1693
1693	ENCFF843EUT	mean	CHIP	eGFP-ZNF639:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF639	TF ChIP-seq	f_1694
1694	ENCFF288IVG	mean	CHIP	H3K36me3:right lobe of liver female adult (53 years)	H3K36me3	Histone ChIP-seq	f_1695
1695	ENCFF574PCV	mean	CHIP	FOXA2:liver female child (4 years)	FOXA2	TF ChIP-seq	f_1696
1696	ENCFF777EGG	mean	CHIP	H3K27me3:CD14-positive monocyte male adult (21 year)	H3K27me3	Histone ChIP-seq	f_1697
1697	ENCFF119EVR	mean	CHIP	H3K18ac:trophoblast cell originated from H1-hESC	H3K18ac	Histone ChIP-seq	f_1698
1698	ENCFF133RYX	mean	CHIP	RAD51:HepG2	RAD51	TF ChIP-seq	f_1699
1699	ENCFF777XEM	mean	CHIP	H3K4me3:NCI-H929	H3K4me3	Histone ChIP-seq	f_1700
1700	ENCFF648TPI	mean	CHIP	H3K27ac:adipose tissue male adult (34 years)	H3K27ac	Histone ChIP-seq	f_1701
1701	ENCFF057OBD	mean	CHIP	H3K9me3:transverse colon male adult (37 years)	H3K9me3	Histone ChIP-seq	f_1702
1702	ENCFF129RUF	mean	CHIP	H3K36me3:thoracic aorta male adult (37 years)	H3K36me3	Histone ChIP-seq	f_1703
1703	ENCFF343CJE	mean	CHIP	H3K36me3:mucosa of stomach male adult (59 years)	H3K36me3	Histone ChIP-seq	f_1704
1704	ENCFF282TMZ	mean	CHIP	H3K36me3:spinal cord female embryo (113 days)	H3K36me3	Histone ChIP-seq	f_1705
1705	ENCFF580RBF	mean	CHIP	H3K36me3:stomach smooth muscle male adult (59 years)	H3K36me3	Histone ChIP-seq	f_1706
1706	ENCFF884IIL	mean	CHIP	CTCF:DOHH2	CTCF	TF ChIP-seq	f_1707
1707	ENCFF302PLG	mean	CHIP	NFXL1:K562	NFXL1	TF ChIP-seq	f_1708
1708	ENCFF064NJL	mean	CHIP	H3K9ac:heart male embryo (105 days)	H3K9ac	Histone ChIP-seq	f_1709
1709	ENCFF816UQX	mean	CHIP	SP1:liver male adult (32 years)	SP1	TF ChIP-seq	f_1710
1710	ENCFF312ZCJ	mean	CHIP	H3K9me3:layer of hippocampus male adult (73 years)	H3K9me3	Histone ChIP-seq	f_1711
1711	ENCFF065RHP	mean	CHIP	NBN:K562	NBN	TF ChIP-seq	f_1712
1712	ENCFF055NYH	mean	CHIP	H3K79me2:Parathyroid adenoma male adult (65 years)	H3K79me2	Histone ChIP-seq	f_1713
1713	ENCFF352FRL	mean	CHIP	KAT8:K562	KAT8	TF ChIP-seq	f_1714
1714	ENCFF154JOJ	mean	CHIP	H3K9me3:heart right ventricle male child (3 years)	H3K9me3	Histone ChIP-seq	f_1715
1715	ENCFF627DBB	mean	CHIP	H3K27ac:spleen female adult (30 years)	H3K27ac	Histone ChIP-seq	f_1716
1716	ENCFF034GQG	mean	CHIP	H3K4me2:MM.1S	H3K4me2	Histone ChIP-seq	f_1717
1717	ENCFF199QXO	mean	CHIP	H3K9ac:skeletal muscle tissue female adult (72 years)	H3K9ac	Histone ChIP-seq	f_1718
1718	ENCFF753WRC	mean	CHIP	3xFLAG-KDM1A:HepG2 genetically modified using CRISPR	3xFLAG-KDM1A	TF ChIP-seq	f_1719
1719	ENCFF721URL	mean	CHIP	H3K4me3:IMR-90	H3K4me3	Histone ChIP-seq	f_1720
1720	ENCFF669GZJ	mean	CHIP	H3K27me3:esophagus male adult (34 years)	H3K27me3	Histone ChIP-seq	f_1721
1721	ENCFF294OXN	mean	CHIP	EZH2phosphoT487:SU-DHL-6	EZH2phosphoT487	TF ChIP-seq	f_1722
1722	ENCFF439FLW	mean	CHIP	EP300:gastroesophageal sphincter female adult (53 years)	EP300	TF ChIP-seq	f_1723
1723	ENCFF304IIJ	mean	CHIP	CTCF:omental fat pad male adult (37 years)	CTCF	TF ChIP-seq	f_1724
1724	ENCFF979SUI	mean	CHIP	H3K4me1:myoepithelial cell of mammary gland female adult (33 years)	H3K4me1	Histone ChIP-seq	f_1725
1725	ENCFF137GVV	mean	CHIP	H3K36me3:foreskin keratinocyte male newborn	H3K36me3	Histone ChIP-seq	f_1726
1726	ENCFF131BZQ	mean	CHIP	HLTF:K562	HLTF	TF ChIP-seq	f_1727
1727	ENCFF431KKT	mean	CHIP	H3K9me3:smooth muscle cell originated from H9	H3K9me3	Histone ChIP-seq	f_1728
1728	ENCFF588JAY	mean	CHIP	SUZ12:HEK293T	SUZ12	TF ChIP-seq	f_1729
1729	ENCFF912GHA	mean	CHIP	SUZ12:GM12878	SUZ12	TF ChIP-seq	f_1730
1730	ENCFF597SVQ	mean	CHIP	POLR2A:gastroesophageal sphincter male adult (54 years)	POLR2A	TF ChIP-seq	f_1731
1731	ENCFF415CUC	mean	CHIP	eGFP-ATF1:K562 genetically modified using stable transfection originated from K562	eGFP-ATF1	TF ChIP-seq	f_1732
1732	ENCFF883YBM	mean	CHIP	HES1:K562	HES1	TF ChIP-seq	f_1733
1733	ENCFF514ZYW	mean	CHIP	H3K36me3:HCT116	H3K36me3	Histone ChIP-seq	f_1734
1734	ENCFF601GYH	mean	CHIP	H3K4me1:T-helper 17 cell treated with phorbol 13-acetate 12-myristate , ionomycin	H3K4me1	Histone ChIP-seq	f_1735
1735	ENCFF531VJG	mean	CHIP	3xFLAG-FOXA3:HepG2 genetically modified using CRISPR	3xFLAG-FOXA3	TF ChIP-seq	f_1736
1736	ENCFF543DHU	mean	CHIP	eGFP-CREB3:K562 genetically modified using stable transfection	eGFP-CREB3	TF ChIP-seq	f_1737
1737	ENCFF664AMM	mean	CHIP	eGFP-ZNF16:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF16	TF ChIP-seq	f_1738
1738	ENCFF187IFT	mean	CHIP	H3K9ac:HCT116	H3K9ac	Histone ChIP-seq	f_1739
1739	ENCFF614MKK	mean	CHIP	H3K4me1:brain female embryo (120 days)	H3K4me1	Histone ChIP-seq	f_1740
1740	ENCFF017PMA	mean	CHIP	H3K4me1:MM.1S	H3K4me1	Histone ChIP-seq	f_1741
1741	ENCFF462WGK	mean	CHIP	H3K27ac:adrenal gland male adult (37 years)	H3K27ac	Histone ChIP-seq	f_1742
1742	ENCFF886XRG	mean	CHIP	FOXA1:HEK293T	FOXA1	TF ChIP-seq	f_1743
1743	ENCFF776TQY	mean	CHIP	eGFP-CEBPG:MCF-7 genetically modified using stable transfection	eGFP-CEBPG	TF ChIP-seq	f_1744
1744	ENCFF883NAP	mean	CHIP	H3K27ac:esophagus muscularis mucosa female adult (53 years)	H3K27ac	Histone ChIP-seq	f_1745
1745	ENCFF486AVO	mean	CHIP	H3K4me3:kidney female embryo (120 days)	H3K4me3	Histone ChIP-seq	f_1746
1746	ENCFF487IOR	mean	CHIP	3xFLAG-ETV5:HepG2 genetically modified using CRISPR	3xFLAG-ETV5	TF ChIP-seq	f_1747
1747	ENCFF327JSZ	mean	CHIP	EZH2phosphoT487:GM23248	EZH2phosphoT487	TF ChIP-seq	f_1748
1748	ENCFF742SOT	mean	CHIP	ZNF207:MCF-7	ZNF207	TF ChIP-seq	f_1749
1749	ENCFF899YMS	mean	CHIP	eGFP-ZNF311:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF311	TF ChIP-seq	f_1750
1750	ENCFF670PUL	mean	CHIP	POLR2A:gastroesophageal sphincter female adult (53 years)	POLR2A	TF ChIP-seq	f_1751
1751	ENCFF224OLU	mean	CHIP	H3K9ac:ES-I3	H3K9ac	Histone ChIP-seq	f_1752
1752	ENCFF462HVU	mean	CHIP	H3K4me3:chorionic villus male embryo (16 weeks)	H3K4me3	Histone ChIP-seq	f_1753
1753	ENCFF717QXO	mean	CHIP	H3K4me3:naive thymus-derived CD4-positive, alpha-beta T cell	H3K4me3	Histone ChIP-seq	f_1754
1754	ENCFF586QFS	mean	CHIP	RXRA:liver male adult (32 years)	RXRA	TF ChIP-seq	f_1755
1755	ENCFF418IUK	mean	CHIP	H3K4me1:stomach female embryo (96 days)	H3K4me1	Histone ChIP-seq	f_1756
1756	ENCFF284YVG	mean	CHIP	eGFP-PRDM1:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-PRDM1	TF ChIP-seq	f_1757
1757	ENCFF042QGF	mean	CHIP	ZNF24:K562	ZNF24	TF ChIP-seq	f_1758
1758	ENCFF197WCC	mean	CHIP	H3K9ac:skeletal muscle satellite cell female adult originated from mesodermal cell	H3K9ac	Histone ChIP-seq	f_1759
1759	ENCFF369UBB	mean	CHIP	H3K36me3:mesodermal cell originated from HUES64	H3K36me3	Histone ChIP-seq	f_1760
1760	ENCFF438RHT	mean	CHIP	H3K4me3:kidney male adult (50 years)	H3K4me3	Histone ChIP-seq	f_1761
1761	ENCFF360BPK	mean	CHIP	H3K27me3:iPS DF 19.11 male newborn	H3K27me3	Histone ChIP-seq	f_1762
1762	ENCFF448WRF	mean	CHIP	H3K4me1:neurosphere female embryo (17 weeks) originated from cortex	H3K4me1	Histone ChIP-seq	f_1763
1763	ENCFF414ANN	mean	CHIP	TAF9B:K562	TAF9B	TF ChIP-seq	f_1764
1764	ENCFF307BSP	mean	CHIP	H3K36me3:lung female embryo (96 days)	H3K36me3	Histone ChIP-seq	f_1765
1765	ENCFF494KSM	mean	CHIP	H3K36me3:transverse colon male adult (54 years)	H3K36me3	Histone ChIP-seq	f_1766
1766	ENCFF933FCB	mean	CHIP	TBL1XR1:HepG2	TBL1XR1	TF ChIP-seq	f_1767
1767	ENCFF389WJM	mean	CHIP	ZNF384:HepG2	ZNF384	TF ChIP-seq	f_1768
1768	ENCFF417EIW	mean	CHIP	H3K36me3:gastrocnemius medialis female adult (53 years)	H3K36me3	Histone ChIP-seq	f_1769
1769	ENCFF653KIU	mean	CHIP	CTCF:transverse colon male adult (37 years)	CTCF	TF ChIP-seq	f_1770
1770	ENCFF152NWJ	mean	CHIP	ZMYM3:K562	ZMYM3	TF ChIP-seq	f_1771
1771	ENCFF510GVZ	mean	CHIP	eGFP-ZNF175:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF175	TF ChIP-seq	f_1772
1772	ENCFF499VWN	mean	CHIP	H3K27me3:CD8-positive, alpha-beta T cell male adult (37 years)	H3K27me3	Histone ChIP-seq	f_1773
1773	ENCFF823NMC	mean	CHIP	H3K4me3:neurosphere embryo (15 weeks) originated from ganglionic eminence	H3K4me3	Histone ChIP-seq	f_1774
1774	ENCFF573NUO	mean	CHIP	H3K27me3:ascending aorta female adult (51 year)	H3K27me3	Histone ChIP-seq	f_1775
1775	ENCFF752PDZ	mean	CHIP	TFAP4:HepG2	TFAP4	TF ChIP-seq	f_1776
1776	ENCFF898ZTX	mean	CHIP	POLR2A:gastrocnemius medialis female adult (53 years)	POLR2A	TF ChIP-seq	f_1777
1777	ENCFF217USF	mean	CHIP	H3K9me3:radial glial cell genetically modified using stable transfection originated from H9	H3K9me3	Histone ChIP-seq	f_1778
1778	ENCFF810HHZ	mean	CHIP	H3K27ac:peripheral blood mononuclear cell male adult (39 years)	H3K27ac	Histone ChIP-seq	f_1779
1779	ENCFF903ZFE	mean	CHIP	H3K9ac:neural progenitor cell originated from H9	H3K9ac	Histone ChIP-seq	f_1780
1780	ENCFF615TSW	mean	CHIP	H3K9me3:spleen female adult (53 years)	H3K9me3	Histone ChIP-seq	f_1781
1781	ENCFF974AEG	mean	CHIP	H3K36me3:gastrocnemius medialis male adult (54 years)	H3K36me3	Histone ChIP-seq	f_1782
1782	ENCFF581ZXS	mean	CHIP	eGFP-ZNF366:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF366	TF ChIP-seq	f_1783
1783	ENCFF019EEM	mean	CHIP	TAL1:K562	TAL1	TF ChIP-seq	f_1784
1784	ENCFF961GMN	mean	CHIP	H3K4me2:Parathyroid adenoma male adult (62 years)	H3K4me2	Histone ChIP-seq	f_1785
1785	ENCFF795RWB	mean	CHIP	POLR2A:transverse colon female adult (53 years)	POLR2A	TF ChIP-seq	f_1786
1786	ENCFF720MIG	mean	CHIP	MLLT1:K562	MLLT1	TF ChIP-seq	f_1787
1787	ENCFF069RMH	mean	CHIP	H3K4me3:heart right ventricle male child (3 years)	H3K4me3	Histone ChIP-seq	f_1788
1788	ENCFF454AJP	mean	CHIP	YBX1:K562	YBX1	TF ChIP-seq	f_1789
1789	ENCFF421TPV	mean	CHIP	H3K27ac:foreskin fibroblast male newborn	H3K27ac	Histone ChIP-seq	f_1790
1790	ENCFF308CRA	mean	CHIP	3xFLAG-GATAD1:HepG2 genetically modified using CRISPR	3xFLAG-GATAD1	TF ChIP-seq	f_1791
1791	ENCFF285IPK	mean	CHIP	H3K9me3:caudate nucleus male adult (81 year)	H3K9me3	Histone ChIP-seq	f_1792
1792	ENCFF031HSG	mean	CHIP	HES1:MCF-7	HES1	TF ChIP-seq	f_1793
1793	ENCFF341OYD	mean	CHIP	H3K27me3:heart left ventricle male child (3 years)	H3K27me3	Histone ChIP-seq	f_1794
1794	ENCFF347RWX	mean	CHIP	CREB3L1:K562	CREB3L1	TF ChIP-seq	f_1795
1795	ENCFF138TTW	mean	CHIP	H3K27me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (25 years)	H3K27me3	Histone ChIP-seq	f_1796
1796	ENCFF324TEB	mean	CHIP	H3K27me3:lung female embryo (120 days)	H3K27me3	Histone ChIP-seq	f_1797
1797	ENCFF383GNY	mean	CHIP	H3K4me1:liver male adult (31 year)	H3K4me1	Histone ChIP-seq	f_1798
1798	ENCFF669NEV	mean	CHIP	H3K9ac:SK-N-MC	H3K9ac	Histone ChIP-seq	f_1799
1799	ENCFF024TKA	mean	CHIP	H3K9me3:endocrine pancreas adult (59 years)	H3K9me3	Histone ChIP-seq	f_1800
1800	ENCFF928JXF	mean	CHIP	H3K4me1:heart left ventricle male adult (34 years)	H3K4me1	Histone ChIP-seq	f_1801
1801	ENCFF853TTW	mean	CHIP	CREB1:HepG2	CREB1	TF ChIP-seq	f_1802
1802	ENCFF779GAL	mean	CHIP	HNRNPLL:K562	HNRNPLL	TF ChIP-seq	f_1803
1803	ENCFF217VXB	mean	CHIP	H3K4me1:ovary female adult (30 years)	H3K4me1	Histone ChIP-seq	f_1804
1804	ENCFF642OLV	mean	CHIP	EZH2:SK-N-MC	EZH2	TF ChIP-seq	f_1805
1805	ENCFF113RTQ	mean	CHIP	MTA2:K562	MTA2	TF ChIP-seq	f_1806
1806	ENCFF914CIK	mean	CHIP	H3K27me3:mid-neurogenesis radial glial cells genetically modified using stable transfection originated from H9	H3K27me3	Histone ChIP-seq	f_1807
1807	ENCFF798TPW	mean	CHIP	H3K27me3:luminal epithelial cell of mammary gland female adult (33 years)	H3K27me3	Histone ChIP-seq	f_1808
1808	ENCFF960LHQ	mean	CHIP	H3K36me3:temporal lobe male adult (81 year)	H3K36me3	Histone ChIP-seq	f_1809
1809	ENCFF471NDH	mean	CHIP	H3K9ac:SU-DHL-6	H3K9ac	Histone ChIP-seq	f_1810
1810	ENCFF129ETR	mean	CHIP	ASH1L:K562	ASH1L	TF ChIP-seq	f_1811
1811	ENCFF831LSX	mean	CHIP	KDM1A:HepG2	KDM1A	TF ChIP-seq	f_1812
1812	ENCFF593GVE	mean	CHIP	H3K4me1:foreskin keratinocyte male newborn	H3K4me1	Histone ChIP-seq	f_1813
1813	ENCFF601TLP	mean	CHIP	H3K9me3:T-cell male adult (21 year)	H3K9me3	Histone ChIP-seq	f_1814
1814	ENCFF887OHO	mean	CHIP	3xFLAG-MIER2:HepG2 genetically modified using CRISPR	3xFLAG-MIER2	TF ChIP-seq	f_1815
1815	ENCFF720XZQ	mean	CHIP	H3K4ac:mesenchymal stem cell originated from H1-hESC	H3K4ac	Histone ChIP-seq	f_1816
1816	ENCFF229VFD	mean	CHIP	PKNOX1:K562	PKNOX1	TF ChIP-seq	f_1817
1817	ENCFF939SGH	mean	CHIP	H3K4me1:spleen female adult (30 years)	H3K4me1	Histone ChIP-seq	f_1818
1818	ENCFF783NGV	mean	CHIP	H3K4me1:adipocyte originated from mesenchymal stem cell	H3K4me1	Histone ChIP-seq	f_1819
1819	ENCFF819TJP	mean	CHIP	CSDE1:MCF-7	CSDE1	TF ChIP-seq	f_1820
1820	ENCFF984WNZ	mean	CHIP	EP300:esophagus muscularis mucosa female adult (53 years)	EP300	TF ChIP-seq	f_1821
1821	ENCFF390RDZ	mean	CHIP	3xFLAG-HOMEZ:HepG2 genetically modified using CRISPR	3xFLAG-HOMEZ	TF ChIP-seq	f_1822
1822	ENCFF885FVT	mean	CHIP	H3K4me1:cingulate gyrus female adult (75 years)	H3K4me1	Histone ChIP-seq	f_1823
1823	ENCFF094AZY	mean	CHIP	H3K9me3:CD4-positive, alpha-beta memory T cell	H3K9me3	Histone ChIP-seq	f_1824
1824	ENCFF676UXN	mean	CHIP	ZNF207:GM12878	ZNF207	TF ChIP-seq	f_1825
1825	ENCFF134JNY	mean	CHIP	eGFP-ZNF24:K562 genetically modified using stable transfection	eGFP-ZNF24	TF ChIP-seq	f_1826
1826	ENCFF835XJJ	mean	CHIP	NCOA4:K562	NCOA4	TF ChIP-seq	f_1827
1827	ENCFF530LGP	mean	CHIP	PHF21A:K562	PHF21A	TF ChIP-seq	f_1828
1828	ENCFF242LAQ	mean	CHIP	H3K36me3:MM.1S	H3K36me3	Histone ChIP-seq	f_1829
1829	ENCFF187MZK	mean	CHIP	PRDM10:K562	PRDM10	TF ChIP-seq	f_1830
1830	ENCFF511ZZY	mean	CHIP	H3K4me3:placenta embryo (16 weeks)	H3K4me3	Histone ChIP-seq	f_1831
1831	ENCFF192FUE	mean	CHIP	H3K9ac:SK-N-SH	H3K9ac	Histone ChIP-seq	f_1832
1832	ENCFF738RCM	mean	CHIP	CDC5L:K562	CDC5L	TF ChIP-seq	f_1833
1833	ENCFF888CPZ	mean	CHIP	H3K4me1:esophagus squamous epithelium female adult (53 years)	H3K4me1	Histone ChIP-seq	f_1834
1834	ENCFF053EPF	mean	CHIP	POLR2A:stomach male adult (54 years)	POLR2A	TF ChIP-seq	f_1835
1835	ENCFF560BAF	mean	CHIP	H3K4me3:foreskin fibroblast male newborn	H3K4me3	Histone ChIP-seq	f_1836
1836	ENCFF278UPX	mean	CHIP	POLR2A:prostate gland male adult (54 years)	POLR2A	TF ChIP-seq	f_1837
1837	ENCFF151YZO	mean	CHIP	H3K4me3:ascending aorta female adult (53 years)	H3K4me3	Histone ChIP-seq	f_1838
1838	ENCFF472YNZ	mean	CHIP	H3K27ac:layer of hippocampus female adult (75 years)	H3K27ac	Histone ChIP-seq	f_1839
1839	ENCFF231XXF	mean	CHIP	H2BK15ac:neural stem progenitor cell originated from H1-hESC	H2BK15ac	Histone ChIP-seq	f_1840
1840	ENCFF228HNI	mean	CHIP	FOS:IMR-90	FOS	TF ChIP-seq	f_1841
1841	ENCFF492DSP	mean	CHIP	ETV6:K562	ETV6	TF ChIP-seq	f_1842
1842	ENCFF575IJZ	mean	CHIP	H2AFZ:IMR-90	H2AFZ	Histone ChIP-seq	f_1843
1843	ENCFF579UBJ	mean	CHIP	H3K4me2:GM23248	H3K4me2	Histone ChIP-seq	f_1844
1844	ENCFF688DBU	mean	CHIP	H3K27ac:neural cell	H3K27ac	Histone ChIP-seq	f_1845
1845	ENCFF127MNH	mean	CHIP	3xFLAG-MLX:HepG2 genetically modified using CRISPR	3xFLAG-MLX	TF ChIP-seq	f_1846
1846	ENCFF560IHK	mean	CHIP	CTCF:SU-DHL-6	CTCF	TF ChIP-seq	f_1847
1847	ENCFF527AQC	mean	CHIP	eGFP-ZNF394:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF394	TF ChIP-seq	f_1848
1848	ENCFF118RYN	mean	CHIP	H3F3A:SK-N-SH	H3F3A	Histone ChIP-seq	f_1849
1849	ENCFF573GSH	mean	CHIP	CTCF:neural progenitor cell originated from H9	CTCF	TF ChIP-seq	f_1850
1850	ENCFF406DST	mean	CHIP	eGFP-ZNF561:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZNF561	TF ChIP-seq	f_1851
1851	ENCFF764OEC	mean	CHIP	eGFP-KLF9:MCF-7 genetically modified using stable transfection	eGFP-KLF9	TF ChIP-seq	f_1852
1852	ENCFF260TTI	mean	CHIP	H3K4me2:mesendoderm originated from H1-hESC	H3K4me2	Histone ChIP-seq	f_1853
1853	ENCFF270SIE	mean	CHIP	H3K36me3:layer of hippocampus male adult (81 year)	H3K36me3	Histone ChIP-seq	f_1854
1854	ENCFF069ETX	mean	CHIP	eGFP-PTRF:K562 genetically modified using stable transfection	eGFP-PTRF	TF ChIP-seq	f_1855
1855	ENCFF008ABX	mean	CHIP	FOXA1:MCF-7	FOXA1	TF ChIP-seq	f_1856
1856	ENCFF791HEH	mean	CHIP	H3K36me3:neurosphere female embryo (17 weeks) originated from ganglionic eminence	H3K36me3	Histone ChIP-seq	f_1857
1857	ENCFF080SCQ	mean	CHIP	H3K36me3:tibial artery female adult (53 years)	H3K36me3	Histone ChIP-seq	f_1858
1858	ENCFF659KLD	mean	CHIP	SNRNP70:HepG2	SNRNP70	TF ChIP-seq	f_1859
1859	ENCFF362YRX	mean	CHIP	H3K4me3:muscle of leg female embryo (110 days)	H3K4me3	Histone ChIP-seq	f_1860
1860	ENCFF182VPC	mean	CHIP	H3K27me3:aorta female adult (30 years)	H3K27me3	Histone ChIP-seq	f_1861
1861	ENCFF710OZO	mean	CHIP	H3K4me3:stomach male adult (34 years)	H3K4me3	Histone ChIP-seq	f_1862
1862	ENCFF571UTM	mean	CHIP	H3K4ac:H1-hESC	H3K4ac	Histone ChIP-seq	f_1863
1863	ENCFF954FLY	mean	CHIP	COPS2:K562	COPS2	TF ChIP-seq	f_1864
1864	ENCFF536HIX	mean	CHIP	H3K4me1:smooth muscle cell originated from H9	H3K4me1	Histone ChIP-seq	f_1865
1865	ENCFF204RHD	mean	CHIP	eGFP-NR4A1:K562 genetically modified using stable transfection	eGFP-NR4A1	TF ChIP-seq	f_1866
1866	ENCFF384DPM	mean	CHIP	H3K4me3:neurosphere female embryo (17 weeks) originated from ganglionic eminence	H3K4me3	Histone ChIP-seq	f_1867
1867	ENCFF432XEL	mean	CHIP	3xFLAG-PPARG:HepG2 genetically modified using CRISPR	3xFLAG-PPARG	TF ChIP-seq	f_1868
1868	ENCFF558MZX	mean	CHIP	H3K36me3:placenta female embryo (113 days)	H3K36me3	Histone ChIP-seq	f_1869
1869	ENCFF160ISV	mean	CHIP	EZH2:GM23248	EZH2	TF ChIP-seq	f_1870
1870	ENCFF757YCH	mean	CHIP	POLR2A:transverse colon male adult (54 years)	POLR2A	TF ChIP-seq	f_1871
1871	ENCFF026WLD	mean	CHIP	H3K27ac:stomach female adult (53 years)	H3K27ac	Histone ChIP-seq	f_1872
1872	ENCFF958RCA	mean	CHIP	H3K9me3:prostate male adult (54 years)	H3K9me3	Histone ChIP-seq	f_1873
1873	ENCFF820FLV	mean	CHIP	H3K27me3:mammary epithelial cell female adult (18 years)	H3K27me3	Histone ChIP-seq	f_1874
1874	ENCFF416FPU	mean	CHIP	eGFP-ZFP3:HEK293 genetically modified using site-specific recombination originated from HEK293	eGFP-ZFP3	TF ChIP-seq	f_1875
1875	ENCFF478YJL	mean	CHIP	NRF1:MCF-7	NRF1	TF ChIP-seq	f_1876
1876	ENCFF847NNM	mean	CHIP	H3K36me3:radial glial cell genetically modified using stable transfection originated from H9	H3K36me3	Histone ChIP-seq	f_1877
1877	ENCFF707FBC	mean	CHIP	H3K4me3:common myeloid progenitor, CD34-positive female adult (33 years)	H3K4me3	Histone ChIP-seq	f_1878
1878	ENCFF568YMA	mean	CHIP	H3K27me3:fibroblast of breast female adult (26 years)	H3K27me3	Histone ChIP-seq	f_1879
1879	ENCFF440JSE	mean	CHIP	H3K4me1:ectodermal cell originated from embryonic stem cell	H3K4me1	Histone ChIP-seq	f_1880
